"season","min_minutes","model","player_id","player_name","coefficient"
2021,0,"dummy","4278076","Nick Richards",4.55695397628106
2021,0,"dummy","4066248","Jared Harper",4.3417438439476
2021,0,"dummy","2184",NA,4.28043929460502
2021,0,"dummy","4397016",NA,3.32258100091082
2021,0,"dummy","3201",NA,2.32732269147645
2021,0,"dummy","2580782","Spencer Dinwiddie",2.1839951375955
2021,0,"dummy","2594920",NA,2.01355909942475
2021,0,"dummy","3064291","Rondae Hollis-Jefferson",1.90913743638916
2021,0,"dummy","4066490","Kostas Antetokounmpo",1.85354246108816
2021,0,"dummy","4066651","Killian Tillie",1.71820281770367
2021,0,"dummy","3276","Anthony Tolliver",1.5867763777458
2021,0,"dummy","3074748","Amida Brimah",1.37529374366353
2021,0,"dummy","3904625","Tacko Fall",1.31012777022447
2021,0,"dummy","2990969","Georges Niang",1.14987451625167
2021,0,"dummy","4066851","Miye Oni",1.12178605579121
2021,0,"dummy","3195","Mike Conley",1.05328003758917
2021,0,"dummy","3986","Taj Gibson",0.924519615396104
2021,0,"dummy","4251","Paul George",0.875511479524383
2021,0,"dummy","3155535","Kevon Looney",0.842936390421828
2021,0,"dummy","6610","Darius Miller",0.813194311825842
2021,0,"dummy","2991047","Ryan Arcidiacono",0.781838946348251
2021,0,"dummy","3032978","Dario Saric",0.781014367879068
2021,0,"dummy","3064539","Sindarius Thornwell",0.758973951118273
2021,0,"dummy","4230547","Frank Ntilikina",0.752790781572445
2021,0,"dummy","4066382",NA,0.73794420838642
2021,0,"dummy","3059318","Joel Embiid",0.727596155711629
2021,0,"dummy","3995","Jrue Holiday",0.700323708736707
2021,0,"dummy","3032976","Rudy Gobert",0.700064072158779
2021,0,"dummy","6450","Kawhi Leonard",0.69877826084909
2021,0,"dummy","2578239","Pat Connaughton",0.6947484055456
2021,0,"dummy","3912334","Khyri Thomas",0.685001680588788
2021,0,"dummy","3202","Kevin Durant",0.683195343573695
2021,0,"dummy","3593","Bojan Bogdanovic",0.681815886420351
2021,0,"dummy","2583632","Royce O'Neale",0.678496360363735
2021,0,"dummy","3138196","Cameron Johnson",0.61923811200952
2021,0,"dummy","3135047","Justise Winslow",0.61721031518032
2021,0,"dummy","3907387","Ben Simmons",0.616894044460697
